Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT358678,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29832,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3815/2020, complete genome"
MT358691,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29835,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3843/2020, complete genome"
MT385480,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29836,GenBank,complete,,,,,USA: CA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-IX00101/2020, complete genome"
MT385481,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29836,GenBank,complete,,,,,USA: CA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-IX00076/2020, complete genome"
MT385482,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29838,GenBank,complete,,,,,USA: CA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-IX00114/2020, complete genome"
MT385483,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29812,GenBank,complete,,,,,USA: CA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-IX00110/2020, complete genome"
MT385489,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,,,USA: CA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-IX00112/2020, complete genome"
MT385490,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29813,GenBank,complete,,,,,USA: CA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-IX00109/2020, complete genome"
MT385495,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,,,USA: CA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-IX00099/2020, complete genome"
MT375446,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29892,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4734/2020, complete genome"
MT375449,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29872,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4749/2020, complete genome"
MT375450,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29839,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4760/2020, complete genome"
MT375452,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29867,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4766/2020, complete genome"
MT375455,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4775/2020, complete genome"
MT358735,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29872,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3989/2020, complete genome"
MT358737,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29842,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3994/2020, complete genome"
MT358738,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29853,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3996/2020, complete genome"
MT358740,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29895,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4035/2020, complete genome"
MT345875,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29898,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4375/2020, complete genome"
MT345876,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29825,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4378/2020, complete genome"
MT345879,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29847,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4396/2020, complete genome"
MT345880,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4400/2020, complete genome"
MT293185,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29640,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW420/2020, complete genome"
MT293188,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29778,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW423/2020, complete genome"
MT293192,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29868,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW427/2020, complete genome"
MT293195,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW430/2020, complete genome"
MT412305,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29921,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4383/2020, complete genome"
MT412306,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29915,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4402/2020, complete genome"
MT412307,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29913,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: OR,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-4410/2020, complete genome"
MT380728,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Zhang,J., Queen,K., Li,Y., Uehara,A., Paden,C.R., Wang,H., Weiner,Z., Bankamp,B., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC-CDC-1734/2020, complete genome"
MT375428,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29734,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4538/2020, complete genome"
MT375429,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29733,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4547/2020, complete genome"
MT375431,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29890,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4552/2020, complete genome"
MT375444,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29732,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4703/2020, complete genome"
MT375445,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4732/2020, complete genome"
MT358669,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4329/2020, complete genome"
MT358705,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29910,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4486/2020, complete genome"
MT358730,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29868,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3983/2020, complete genome"
MT358731,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29815,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3984/2020, complete genome"
MT358732,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29828,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3985/2020, complete genome"
MT358733,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29848,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3986/2020, complete genome"
MT358734,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29919,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3988/2020, complete genome"
MT358736,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29901,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3990/2020, complete genome"
MT358739,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29872,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3997/2020, complete genome"
MT358741,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29875,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4038/2020, complete genome"
MT358742,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29888,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4039/2020, complete genome"
MT358745,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29838,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4100/2020, complete genome"
MT345878,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29868,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: OR,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-4388/2020, complete genome"
MT345884,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29788,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4424/2020, complete genome"
MT345887,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29876,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4448/2020, complete genome"
MT345888,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4461/2020, complete genome"
MT293163,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29596,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAUNKNOWN-UW398/2020, complete genome"
MT350253,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29899,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0064/2020, complete genome"
MT350254,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29902,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0065/2020, complete genome"
MT350255,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29858,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0066/2020, complete genome"
MT350256,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29835,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0067/2020, complete genome"
MT350257,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29860,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0068/2020, complete genome"
MT308702,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Bailey,A.G., Caro-Vegas,C., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",,USA: NC,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200191/2020, complete genome"
MT308703,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Bailey,A.G., Caro-Vegas,C.P., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",,USA: NC,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200181/2020, complete genome"
MT308704,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Bailey,A.G., Caro-Vegas,C.P., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",,USA: NC,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200189/2020, complete genome"
